Medicine,Side Effect,Seriousness,Severity Score,Frequency,Active Ingredient,Alternatives
Calcitonin,Drug ineffective,Serious,0.2,656,calcitonin,"calcitonin         , Alendronate"
Calcitonin,Dyspnoea,Serious,0.2,566,calcitonin,"calcitonin         , Alendronate"
Calcitonin,Fall,Serious,0.2,484,calcitonin,"calcitonin         , Alendronate"
Calcitonin,Fatigue,Serious,0,616,calcitonin,"calcitonin         , Alendronate"
Calcitonin,Headache,Serious,0,479,calcitonin,"calcitonin         , Alendronate"
Calcitonin,Nausea,Serious,0,667,calcitonin,"calcitonin         , Alendronate"
Calcitonin,Off label use,Serious,0.2,391,calcitonin,"calcitonin         , Alendronate"
Calcitonin,Pain,Serious,0.2,482,calcitonin,"calcitonin         , Alendronate"
Calcitonin,Pain in extremity,Non-Serious,0,385,calcitonin,"calcitonin         , Alendronate"
Calcitonin,Pneumonia,Serious,0.6,463,calcitonin,"calcitonin         , Alendronate"
Calcitonin,Vomiting,Serious,0.2,423,calcitonin,"calcitonin         , Alendronate"
Calcium acetate,Arthralgia,Serious,0.2,408,calcium acetate monohydrate,"calcium acetate, magnesium acetate , potassium acetate , potassium chloride , sodium acetate , sodium gluconate, alanine , arginine ,  cysteine , glycerin , glycine , histidine , isoleucine , leucine , lysine  , methionine , phenylalanine , phosphoric acid , proline , serine ,  teonine , tryptophan , valine"
Calcium acetate,Asthenia,Serious,0.6,421,calcium acetate monohydrate,"calcium acetate, magnesium acetate , potassium acetate , potassium chloride , sodium acetate , sodium gluconate, alanine , arginine ,  cysteine , glycerin , glycine , histidine , isoleucine , leucine , lysine  , methionine , phenylalanine , phosphoric acid , proline , serine ,  teonine , tryptophan , valine"
Calcium acetate,Diarrhoea,Serious,0.6,562,calcium acetate monohydrate,"calcium acetate, magnesium acetate , potassium acetate , potassium chloride , sodium acetate , sodium gluconate, alanine , arginine ,  cysteine , glycerin , glycine , histidine , isoleucine , leucine , lysine  , methionine , phenylalanine , phosphoric acid , proline , serine ,  teonine , tryptophan , valine"
Calcium acetate,Dizziness,Serious,0.2,488,calcium acetate monohydrate,"calcium acetate, magnesium acetate , potassium acetate , potassium chloride , sodium acetate , sodium gluconate, alanine , arginine ,  cysteine , glycerin , glycine , histidine , isoleucine , leucine , lysine  , methionine , phenylalanine , phosphoric acid , proline , serine ,  teonine , tryptophan , valine"
Calcium acetate,Drug ineffective,Serious,0.4,656,calcium acetate monohydrate,"calcium acetate, magnesium acetate , potassium acetate , potassium chloride , sodium acetate , sodium gluconate, alanine , arginine ,  cysteine , glycerin , glycine , histidine , isoleucine , leucine , lysine  , methionine , phenylalanine , phosphoric acid , proline , serine ,  teonine , tryptophan , valine"
Calcium acetate,Dyspnoea,Serious,0.6,566,calcium acetate monohydrate,"calcium acetate, magnesium acetate , potassium acetate , potassium chloride , sodium acetate , sodium gluconate, alanine , arginine ,  cysteine , glycerin , glycine , histidine , isoleucine , leucine , lysine  , methionine , phenylalanine , phosphoric acid , proline , serine ,  teonine , tryptophan , valine"
Calcium acetate,Fall,Serious,0.4,484,calcium acetate monohydrate,"calcium acetate, magnesium acetate , potassium acetate , potassium chloride , sodium acetate , sodium gluconate, alanine , arginine ,  cysteine , glycerin , glycine , histidine , isoleucine , leucine , lysine  , methionine , phenylalanine , phosphoric acid , proline , serine ,  teonine , tryptophan , valine"
Calcium acetate,Fatigue,Serious,0,616,calcium acetate monohydrate,"calcium acetate, magnesium acetate , potassium acetate , potassium chloride , sodium acetate , sodium gluconate, alanine , arginine ,  cysteine , glycerin , glycine , histidine , isoleucine , leucine , lysine  , methionine , phenylalanine , phosphoric acid , proline , serine ,  teonine , tryptophan , valine"
Calcium acetate,Headache,Serious,0.6,479,calcium acetate monohydrate,"calcium acetate, magnesium acetate , potassium acetate , potassium chloride , sodium acetate , sodium gluconate, alanine , arginine ,  cysteine , glycerin , glycine , histidine , isoleucine , leucine , lysine  , methionine , phenylalanine , phosphoric acid , proline , serine ,  teonine , tryptophan , valine"
Calcium acetate,Nausea,Serious,0.6,667,calcium acetate monohydrate,"calcium acetate, magnesium acetate , potassium acetate , potassium chloride , sodium acetate , sodium gluconate, alanine , arginine ,  cysteine , glycerin , glycine , histidine , isoleucine , leucine , lysine  , methionine , phenylalanine , phosphoric acid , proline , serine ,  teonine , tryptophan , valine"
Calcium acetate,Off label use,Serious,0.2,391,calcium acetate monohydrate,"calcium acetate, magnesium acetate , potassium acetate , potassium chloride , sodium acetate , sodium gluconate, alanine , arginine ,  cysteine , glycerin , glycine , histidine , isoleucine , leucine , lysine  , methionine , phenylalanine , phosphoric acid , proline , serine ,  teonine , tryptophan , valine"
Calcium acetate,Pain,Serious,0,482,calcium acetate monohydrate,"calcium acetate, magnesium acetate , potassium acetate , potassium chloride , sodium acetate , sodium gluconate, alanine , arginine ,  cysteine , glycerin , glycine , histidine , isoleucine , leucine , lysine  , methionine , phenylalanine , phosphoric acid , proline , serine ,  teonine , tryptophan , valine"
Calcium acetate,Pain in extremity,Serious,0.6,385,calcium acetate monohydrate,"calcium acetate, magnesium acetate , potassium acetate , potassium chloride , sodium acetate , sodium gluconate, alanine , arginine ,  cysteine , glycerin , glycine , histidine , isoleucine , leucine , lysine  , methionine , phenylalanine , phosphoric acid , proline , serine ,  teonine , tryptophan , valine"
Calcium acetate,Pneumonia,Serious,0.6,463,calcium acetate monohydrate,"calcium acetate, magnesium acetate , potassium acetate , potassium chloride , sodium acetate , sodium gluconate, alanine , arginine ,  cysteine , glycerin , glycine , histidine , isoleucine , leucine , lysine  , methionine , phenylalanine , phosphoric acid , proline , serine ,  teonine , tryptophan , valine"
Calcium acetate,Vomiting,Serious,0.6,423,calcium acetate monohydrate,"calcium acetate, magnesium acetate , potassium acetate , potassium chloride , sodium acetate , sodium gluconate, alanine , arginine ,  cysteine , glycerin , glycine , histidine , isoleucine , leucine , lysine  , methionine , phenylalanine , phosphoric acid , proline , serine ,  teonine , tryptophan , valine"
Canagliflozin,Acute kidney injury,Serious,0,142,canagliflozin anhydrous,"canagliflozin, canagliflozin , metformin"
Canagliflozin,Asthenia,Serious,0.2,138,canagliflozin anhydrous,"canagliflozin, canagliflozin , metformin"
Canagliflozin,Blood glucose increased,Non-Serious,0,214,canagliflozin anhydrous,"canagliflozin, canagliflozin , metformin"
Canagliflozin,Diabetic ketoacidosis,Serious,0.2,223,canagliflozin anhydrous,"canagliflozin, canagliflozin , metformin"
Canagliflozin,Diarrhoea,Serious,0,265,canagliflozin anhydrous,"canagliflozin, canagliflozin , metformin"
Canagliflozin,Dizziness,Serious,0.2,169,canagliflozin anhydrous,"canagliflozin, canagliflozin , metformin"
Canagliflozin,Drug ineffective,Non-Serious,0,218,canagliflozin anhydrous,"canagliflozin, canagliflozin , metformin"
Canagliflozin,Drug interaction,Serious,0,131,canagliflozin anhydrous,"canagliflozin, canagliflozin , metformin"
Canagliflozin,Dyspnoea,Serious,0.2,169,canagliflozin anhydrous,"canagliflozin, canagliflozin , metformin"
Canagliflozin,Fatigue,Serious,0.2,231,canagliflozin anhydrous,"canagliflozin, canagliflozin , metformin"
Canagliflozin,Headache,Serious,0.2,151,canagliflozin anhydrous,"canagliflozin, canagliflozin , metformin"
Canagliflozin,Malaise,Serious,0,155,canagliflozin anhydrous,"canagliflozin, canagliflozin , metformin"
Canagliflozin,Nausea,Serious,0.2,267,canagliflozin anhydrous,"canagliflozin, canagliflozin , metformin"
Canagliflozin,Vomiting,Serious,0,185,canagliflozin anhydrous,"canagliflozin, canagliflozin , metformin"
Canagliflozin,Weight decreased,Serious,0,150,canagliflozin anhydrous,"canagliflozin, canagliflozin , metformin"
Carbamazepine,Diarrhoea,Non-Serious,0,202,carbamazepine,"carbamazepine,  carbamazepine Injection"
Carbamazepine,Dizziness,Serious,0,187,carbamazepine,"carbamazepine,  carbamazepine Injection"
Carbamazepine,Drug dose omission,Serious,0.2,181,carbamazepine,"carbamazepine,  carbamazepine Injection"
Carbamazepine,Drug ineffective,Serious,0.4,517,carbamazepine,"carbamazepine,  carbamazepine Injection"
Carbamazepine,Drug interaction,Serious,0.2,311,carbamazepine,"carbamazepine,  carbamazepine Injection"
Carbamazepine,Fatigue,Non-Serious,0,242,carbamazepine,"carbamazepine,  carbamazepine Injection"
Carbamazepine,Foetal exposure during pregnancy,Serious,0,179,carbamazepine,"carbamazepine,  carbamazepine Injection"
Carbamazepine,Headache,Serious,0,253,carbamazepine,"carbamazepine,  carbamazepine Injection"
Carbamazepine,Nausea,Serious,0,311,carbamazepine,"carbamazepine,  carbamazepine Injection"
Carbamazepine,Off label use,Serious,0,178,carbamazepine,"carbamazepine,  carbamazepine Injection"
Carbamazepine,Product quality issue,Serious,0,198,carbamazepine,"carbamazepine,  carbamazepine Injection"
Carbamazepine,Somnolence,Serious,0,218,carbamazepine,"carbamazepine,  carbamazepine Injection"
Carbamazepine,Toxicity to various agents,Serious,0,297,carbamazepine,"carbamazepine,  carbamazepine Injection"
Carbamazepine,Tremor,Serious,0,190,carbamazepine,"carbamazepine,  carbamazepine Injection"
Carbamazepine,Vomiting,Serious,0,230,carbamazepine,"carbamazepine,  carbamazepine Injection"
Cetirizine,Diarrhoea,Serious,0,332,cetirizine hydrochloride,"cetirizine, cetirizine hydrochloride, pseudoephedrine"
Cetirizine,Dizziness,Serious,0,248,cetirizine hydrochloride,"cetirizine, cetirizine hydrochloride, pseudoephedrine"
Cetirizine,Drug ineffective,Serious,0,563,cetirizine hydrochloride,"cetirizine, cetirizine hydrochloride, pseudoephedrine"
Cetirizine,Dyspnoea,Serious,0,290,cetirizine hydrochloride,"cetirizine, cetirizine hydrochloride, pseudoephedrine"
Cetirizine,Fatigue,Serious,0,351,cetirizine hydrochloride,"cetirizine, cetirizine hydrochloride, pseudoephedrine"
Cetirizine,Headache,Non-Serious,0,283,cetirizine hydrochloride,"cetirizine, cetirizine hydrochloride, pseudoephedrine"
Cetirizine,Malaise,Non-Serious,0,244,cetirizine hydrochloride,"cetirizine, cetirizine hydrochloride, pseudoephedrine"
Cetirizine,Nausea,Non-Serious,0,333,cetirizine hydrochloride,"cetirizine, cetirizine hydrochloride, pseudoephedrine"
Cetirizine,Off label use,Serious,0,345,cetirizine hydrochloride,"cetirizine, cetirizine hydrochloride, pseudoephedrine"
Cetirizine,Pain,Serious,0.2,266,cetirizine hydrochloride,"cetirizine, cetirizine hydrochloride, pseudoephedrine"
Cetirizine,Pruritus,Serious,0,308,cetirizine hydrochloride,"cetirizine, cetirizine hydrochloride, pseudoephedrine"
Cetirizine,Pyrexia,Serious,0.5,310,cetirizine hydrochloride,"cetirizine, cetirizine hydrochloride, pseudoephedrine"
Cetirizine,Rash,Serious,0.2,301,cetirizine hydrochloride,"cetirizine, cetirizine hydrochloride, pseudoephedrine"
Cetirizine,Urinary tract infection,Serious,0,227,cetirizine hydrochloride,"cetirizine, cetirizine hydrochloride, pseudoephedrine"
Cetirizine,Vomiting,Non-Serious,0,224,cetirizine hydrochloride,"cetirizine, cetirizine hydrochloride, pseudoephedrine"
Chlorpheniramine,Cardiac disorder,Serious,0,151,chlorpheniramine maleate,"acetaminophen , chlorpheniramine maleate , dextromethorphan hydrobromide , dextromethorphan hydrobromide , guaifenesin"
Chlorpheniramine,Completed suicide,Serious,0.4,164,chlorpheniramine maleate,"acetaminophen , chlorpheniramine maleate , dextromethorphan hydrobromide , dextromethorphan hydrobromide , guaifenesin"
Chlorpheniramine,Diarrhoea,Serious,0,179,chlorpheniramine maleate,"acetaminophen , chlorpheniramine maleate , dextromethorphan hydrobromide , dextromethorphan hydrobromide , guaifenesin"
Chlorpheniramine,Dizziness,Serious,0.2,169,chlorpheniramine maleate,"acetaminophen , chlorpheniramine maleate , dextromethorphan hydrobromide , dextromethorphan hydrobromide , guaifenesin"
Chlorpheniramine,Drug abuse,Serious,0.4,165,chlorpheniramine maleate,"acetaminophen , chlorpheniramine maleate , dextromethorphan hydrobromide , dextromethorphan hydrobromide , guaifenesin"
Chlorpheniramine,Drug ineffective,Non-Serious,0,319,chlorpheniramine maleate,"acetaminophen , chlorpheniramine maleate , dextromethorphan hydrobromide , dextromethorphan hydrobromide , guaifenesin"
Chlorpheniramine,Dyspnoea,Serious,0,201,chlorpheniramine maleate,"acetaminophen , chlorpheniramine maleate , dextromethorphan hydrobromide , dextromethorphan hydrobromide , guaifenesin"
Chlorpheniramine,Fatigue,Serious,0,222,chlorpheniramine maleate,"acetaminophen , chlorpheniramine maleate , dextromethorphan hydrobromide , dextromethorphan hydrobromide , guaifenesin"
Chlorpheniramine,Headache,Non-Serious,0,208,chlorpheniramine maleate,"acetaminophen , chlorpheniramine maleate , dextromethorphan hydrobromide , dextromethorphan hydrobromide , guaifenesin"
Chlorpheniramine,Nausea,Serious,0,239,chlorpheniramine maleate,"acetaminophen , chlorpheniramine maleate , dextromethorphan hydrobromide , dextromethorphan hydrobromide , guaifenesin"
Chlorpheniramine,Off label use,Serious,0.2,151,chlorpheniramine maleate,"acetaminophen , chlorpheniramine maleate , dextromethorphan hydrobromide , dextromethorphan hydrobromide , guaifenesin"
Chlorpheniramine,Pain,Non-Serious,0,179,chlorpheniramine maleate,"acetaminophen , chlorpheniramine maleate , dextromethorphan hydrobromide , dextromethorphan hydrobromide , guaifenesin"
Chlorpheniramine,Pyrexia,Serious,0.2,165,chlorpheniramine maleate,"acetaminophen , chlorpheniramine maleate , dextromethorphan hydrobromide , dextromethorphan hydrobromide , guaifenesin"
Chlorpheniramine,Toxicity to various agents,Serious,0.4,320,chlorpheniramine maleate,"acetaminophen , chlorpheniramine maleate , dextromethorphan hydrobromide , dextromethorphan hydrobromide , guaifenesin"
Chlorpheniramine,Vomiting,Serious,0.5,202,chlorpheniramine maleate,"acetaminophen , chlorpheniramine maleate , dextromethorphan hydrobromide , dextromethorphan hydrobromide , guaifenesin"
Ciprofloxacin,Anxiety,Serious,0.3,470,ciprofloxacin lactate,"ciprofloxacin, fluocinolone, dexamethasone"
Ciprofloxacin,Asthenia,Serious,0.2,465,ciprofloxacin lactate,"ciprofloxacin, fluocinolone, dexamethasone"
Ciprofloxacin,Diarrhoea,Serious,0,828,ciprofloxacin lactate,"ciprofloxacin, fluocinolone, dexamethasone"
Ciprofloxacin,Dizziness,Serious,0,662,ciprofloxacin lactate,"ciprofloxacin, fluocinolone, dexamethasone"
Ciprofloxacin,Drug ineffective,Serious,0.2,998,ciprofloxacin lactate,"ciprofloxacin, fluocinolone, dexamethasone"
Ciprofloxacin,Dyspnoea,Serious,0,722,ciprofloxacin lactate,"ciprofloxacin, fluocinolone, dexamethasone"
Ciprofloxacin,Fatigue,Non-Serious,0,871,ciprofloxacin lactate,"ciprofloxacin, fluocinolone, dexamethasone"
Ciprofloxacin,Headache,Serious,0.2,776,ciprofloxacin lactate,"ciprofloxacin, fluocinolone, dexamethasone"
Ciprofloxacin,Malaise,Serious,0,555,ciprofloxacin lactate,"ciprofloxacin, fluocinolone, dexamethasone"
Ciprofloxacin,Nausea,Serious,0.2,930,ciprofloxacin lactate,"ciprofloxacin, fluocinolone, dexamethasone"
Ciprofloxacin,Off label use,Serious,0,489,ciprofloxacin lactate,"ciprofloxacin, fluocinolone, dexamethasone"
Ciprofloxacin,Pain,Serious,0,720,ciprofloxacin lactate,"ciprofloxacin, fluocinolone, dexamethasone"
Ciprofloxacin,Pruritus,Serious,0,308,ciprofloxacin lactate,"ciprofloxacin, fluocinolone, dexamethasone"
Ciprofloxacin,Pyrexia,Serious,0.2,515,ciprofloxacin lactate,"ciprofloxacin, fluocinolone, dexamethasone"
Ciprofloxacin,Rash,Serious,0.2,490,ciprofloxacin lactate,"ciprofloxacin, fluocinolone, dexamethasone"
Ciprofloxacin,Urinary tract infection,Serious,0.2,227,ciprofloxacin lactate,"ciprofloxacin, fluocinolone, dexamethasone"
Ciprofloxacin,Vomiting,Serious,0.3,615,ciprofloxacin lactate,"ciprofloxacin, fluocinolone, dexamethasone"
Citalopram,Anxiety,Serious,0,442,citalopram hydrobromide,"citalopram , fluvoxamine , sertraline"
Citalopram,Depression,Serious,0,367,citalopram hydrobromide,"citalopram , fluvoxamine , sertraline"
Citalopram,Diarrhoea,Non-Serious,0,496,citalopram hydrobromide,"citalopram , fluvoxamine , sertraline"
Citalopram,Dizziness,Serious,0.1,407,citalopram hydrobromide,"citalopram , fluvoxamine , sertraline"
Citalopram,Drug abuse,Serious,0.2,450,citalopram hydrobromide,"citalopram , fluvoxamine , sertraline"
Citalopram,Drug ineffective,Serious,0,803,citalopram hydrobromide,"citalopram , fluvoxamine , sertraline"
Citalopram,Drug interaction,Serious,0,374,citalopram hydrobromide,"citalopram , fluvoxamine , sertraline"
Citalopram,Dyspnoea,Serious,0.1,615,citalopram hydrobromide,"citalopram , fluvoxamine , sertraline"
Citalopram,Fall,Serious,0.2,376,citalopram hydrobromide,"citalopram , fluvoxamine , sertraline"
Citalopram,Fatigue,Serious,0.2,556,citalopram hydrobromide,"citalopram , fluvoxamine , sertraline"
Citalopram,Headache,Non-Serious,0,479,citalopram hydrobromide,"citalopram , fluvoxamine , sertraline"
Citalopram,Insomnia,Non-Serious,0,447,citalopram hydrobromide,"citalopram , fluvoxamine , sertraline"
Citalopram,Nausea,Serious,0.2,562,citalopram hydrobromide,"citalopram , fluvoxamine , sertraline"
Citalopram,Pain,Serious,0,407,citalopram hydrobromide,"citalopram , fluvoxamine , sertraline"
Citalopram,Toxicity to various agents,Serious,0.5,604,citalopram hydrobromide,"citalopram , fluvoxamine , sertraline"
Clonidine,Arthralgia,Serious,0,118,clonidine hydrochloride,"clonidine , hydrochlorothiazide , triamterene , cyclothiazide"
Clonidine,Asthenia,Serious,0.2,131,clonidine hydrochloride,"clonidine , hydrochlorothiazide , triamterene , cyclothiazide"
Clonidine,Cardiac failure congestive,Serious,0.2,338,clonidine hydrochloride,"clonidine , hydrochlorothiazide , triamterene , cyclothiazide"
Clonidine,Cerebrovascular accident,Serious,0,250,clonidine hydrochloride,"clonidine , hydrochlorothiazide , triamterene , cyclothiazide"
Clonidine,Diarrhoea,Non-Serious,0,140,clonidine hydrochloride,"clonidine , hydrochlorothiazide , triamterene , cyclothiazide"
Clonidine,Dizziness,Non-Serious,0,132,clonidine hydrochloride,"clonidine , hydrochlorothiazide , triamterene , cyclothiazide"
Clonidine,Drug ineffective,Serious,0,202,clonidine hydrochloride,"clonidine , hydrochlorothiazide , triamterene , cyclothiazide"
Clonidine,Dyspnoea,Serious,0.6,215,clonidine hydrochloride,"clonidine , hydrochlorothiazide , triamterene , cyclothiazide"
