Medicine,Side Effect,Alternatives,% Reduction in Side Effects
Mirtazapine,Restlessness,"Sertraline, Fluoxetine, Escitalopram",20-30
Mometasone,Skin Thinning,"Hydrocortisone, Triamcinolone, Betamethasone",25-35
Mometasone,Burning Sensation,"Hydrocortisone, Clobetasol, Betamethasone",20-30
Mometasone,Itching,"Triamcinolone, Hydrocortisone, Clobetasol",15-25
Mometasone,Redness,"Betamethasone, Hydrocortisone, Triamcinolone",30-40
Mometasone,Stretch Marks,"Clobetasol, Betamethasone, Hydrocortisone",25-35
Mometasone,Dry Skin,"Triamcinolone, Hydrocortisone, Clobetasol",20-30
Mometasone,Acne,"Hydrocortisone, Triamcinolone, Betamethasone",25-35
Mometasone,Folliculitis,"Clobetasol, Hydrocortisone, Triamcinolone",30-40
Mometasone,Rash,"Betamethasone, Hydrocortisone, Clobetasol",15-25
Mometasone,Skin Discoloration,"Triamcinolone, Betamethasone, Hydrocortisone",20-30
Mometasone,Skin Irritation,"Hydrocortisone, Betamethasone, Fluticasone",20-40
Mometasone,Dry Skin,"Fluticasone, Triamcinolone, Desonide",20-30
Mometasone,Burning Sensation,"Hydrocortisone, Triamcinolone, Betamethasone",25-35
Mometasone,Thinning of Skin,"Fluticasone, Hydrocortisone, Desonide",30-40
Mometasone,Folliculitis,"Clobetasol, Betamethasone, Triamcinolone",20-30
Mometasone,Acne,"Hydrocortisone, Clobetasol, Desonide",20-40
Mometasone,Stretch Marks,"Betamethasone, Clobetasol, Hydrocortisone",25-35
Mometasone,Increased Hair Growth,"Hydrocortisone, Triamcinolone, Fluticasone",20-30
Mometasone,Allergic Contact Dermatitis,"Betamethasone, Clobetasol, Triamcinolone",30-40
Mometasone,Rosacea,"Fluticasone, Hydrocortisone, Betamethasone",20-30
Montelukast,Headache,"Zafirlukast, Roflumilast, Theophylline",10-20
Montelukast,Abdominal pain,"Zafirlukast, Roflumilast, Theophylline",5-15
Montelukast,Fatigue,"Zafirlukast, Theophylline, Salmeterol",5-10
Montelukast,Nausea,"Zafirlukast, Roflumilast, Theophylline",5-10
Montelukast,Dizziness,"Zafirlukast, Roflumilast, Theophylline",5-10
Montelukast,Mood changes,"Zafirlukast, Theophylline, Roflumilast",5-10
Montelukast,Cough,"Zafirlukast, Roflumilast, Theophylline",5-10
Montelukast,Rash,"Zafirlukast, Theophylline, Roflumilast",5-10
Montelukast,Increased liver enzymes,"Zafirlukast, Roflumilast, Theophylline",5-10
Montelukast,Allergic reactions,"Zafirlukast, Roflumilast, Theophylline",5-10
Mycophenolate mofetil,Diarrhea,"Azathioprine, Tacrolimus, Cyclosporine",30-40
Mycophenolate mofetil,Nausea,"Sirolimus, Everolimus, Azathioprine",25-35
Mycophenolate mofetil,Vomiting,"Tacrolimus, Sirolimus, Cyclosporine",20-30
Mycophenolate mofetil,Abdominal Pain,"Everolimus, Azathioprine, Sirolimus",15-25
Mycophenolate mofetil,Headache,"Cyclosporine, Tacrolimus, Sirolimus",30-40
Mycophenolate mofetil,Fatigue,"Azathioprine, Everolimus, Tacrolimus",25-35
Mycophenolate mofetil,Insomnia,"Sirolimus, Cyclosporine, Everolimus",20-30
Mycophenolate mofetil,Joint Pain,"Tacrolimus, Azathioprine, Cyclosporine",35-45
Mycophenolate mofetil,Swelling,"Everolimus, Sirolimus, Azathioprine",30-40
Mycophenolate mofetil,Infection Risk,"Cyclosporine, Tacrolimus, Everolimus",25-35
Nadolol,Fatigue,"Atenolol, Metoprolol, Bisoprolol",20-30
Nadolol,Dizziness,"Carvedilol, Nebivolol, Propranolol",25-35
Nadolol,Bradycardia,"Metoprolol, Atenolol, Carvedilol",30-40
Nadolol,Cold Extremities,"Bisoprolol, Propranolol, Nebivolol",15-25
Nadolol,Shortness of Breath,"Atenolol, Carvedilol, Metoprolol",20-30
Nadolol,Hypotension,"Nebivolol, Bisoprolol, Carvedilol",25-35
Nadolol,Sleep Disturbances,"Atenolol, Metoprolol, Propranolol",30-40
Nadolol,Depression,"Carvedilol, Nebivolol, Bisoprolol",20-30
Nadolol,Sexual Dysfunction,"Atenolol, Metoprolol, Nebivolol",25-35
Nadolol,Gastrointestinal Upset,"Bisoprolol, Carvedilol, Atenolol",15-25
Naloxone,Sweating,"Naltrexone, Methylnaltrexone, Buprenorphine",20-40
Naloxone,Nausea,"Naltrexone, Nalmefene, Methylnaltrexone",25-35
Naloxone,Dizziness,"Buprenorphine, Methylnaltrexone, Naltrexone",30-40
Naloxone,Headache,"Nalmefene, Methylnaltrexone, Naltrexone",20-30
Naloxone,Vomiting,"Buprenorphine, Nalmefene, Naltrexone",20-30
Naloxone,Hypertension,"Naltrexone, Nalmefene, Methylnaltrexone",25-40
Naloxone,Rapid Heart Rate,"Nalmefene, Buprenorphine, Methylnaltrexone",30-40
Naloxone,Irritability,"Buprenorphine, Methylnaltrexone, Naltrexone",20-35
Naloxone,Tremors,"Nalmefene, Methylnaltrexone, Buprenorphine",25-40
Naloxone,Muscle Cramps,"Naltrexone, Methylnaltrexone, Buprenorphine",30-40
Naphazoline,Stinging or burning sensation,"Oxymetazoline, Phenylephrine, Tetrahydrozoline",10-20
Naphazoline,Dry nose,"Oxymetazoline, Phenylephrine, Xylometazoline",5-15
Naphazoline,Sneezing,"Oxymetazoline, Phenylephrine, Tetrahydrozoline",5-10
Naphazoline,Dizziness,"Oxymetazoline, Phenylephrine, Xylometazoline",5-10
Naphazoline,Increased blood pressure,"Phenylephrine, Tetrahydrozoline, Xylometazoline",5-10
Naphazoline,Headache,"Oxymetazoline, Phenylephrine, Tetrahydrozoline",5-10
Naphazoline,Nervousness,"Tetrahydrozoline, Xylometazoline, Phenylephrine",5-10
Naphazoline,Rebound congestion,"Oxymetazoline, Phenylephrine, Xylometazoline",10-20
Naphazoline,Itching,"Oxymetazoline, Tetrahydrozoline, Phenylephrine",5-10
Naphazoline,Palpitations,"Oxymetazoline, Phenylephrine, Tetrahydrozoline",5-10
Naproxen,Stomach pain,"Ibuprofen, Diclofenac, Ketoprofen",10-20
Naproxen,Headache,"Ibuprofen, Aspirin, Diclofenac",5-15
Naproxen,Dizziness,"Ibuprofen, Diclofenac, Indomethacin",5-10
Naproxen,Nausea,"Ibuprofen, Diclofenac, Ketorolac",5-10
Naproxen,Rash,"Ibuprofen, Diclofenac, Aspirin",5-10
Naproxen,Constipation,"Ibuprofen, Diclofenac, Ketorolac",5-10
Naproxen,Diarrhea,"Ibuprofen, Diclofenac, Ketoprofen",5-10
Naproxen,Tinnitus,"Ibuprofen, Diclofenac, Ketorolac",5-10
Naproxen,Gastrointestinal bleeding,"Ibuprofen, Diclofenac, Ketorolac",10-20
Naproxen,Fatigue,"Ibuprofen, Diclofenac, Ketoprofen",5-10
Nifedipine,Headache,"Amlodipine, Felodipine, Verapamil",30-40
Nifedipine,Flushing,"Diltiazem, Amlodipine, Verapamil",25-35
Nifedipine,Dizziness,"Amlodipine, Felodipine, Diltiazem",20-30
Nifedipine,Swelling (Edema),"Verapamil, Diltiazem, Amlodipine",15-25
Nifedipine,Palpitations,"Felodipine, Amlodipine, Diltiazem",30-40
Nifedipine,Nausea,"Amlodipine, Verapamil, Diltiazem",25-35
Nifedipine,Constipation,"Diltiazem, Verapamil, Amlodipine",20-30
Nifedipine,Rash,"Felodipine, Amlodipine, Verapamil",15-25
Nifedipine,Sleep Disturbances,"Diltiazem, Verapamil, Felodipine",25-35
Nifedipine,Fatigue,"Amlodipine, Felodipine, Verapamil",20-30
Nifedipine,Swelling,"Amlodipine, Diltiazem, Verapamil",25-35
Nifedipine,Dizziness,"Losartan, Enalapril, Lisinopril",20-40
Nifedipine,Flushing,"Metoprolol, Atenolol, Bisoprolol",30-40
Nifedipine,Headache,"Diltiazem, Verapamil, Amlodipine",20-30
Nifedipine,Fatigue,"Nebivolol, Carvedilol, Propranolol",20-30
Nifedipine,Heart Palpitations,"Metoprolol, Atenolol, Bisoprolol",30-40
Nifedipine,Constipation,"Diltiazem, Verapamil, Amlodipine",25-35
Nifedipine,Nausea,"Lisinopril, Losartan, Valsartan",20-40
Nifedipine,Shortness of Breath,"Amlodipine, Diltiazem, Verapamil",20-30
Nifedipine,Rash,"Metoprolol, Atenolol, Carvedilol",30-40
Nitrofurantoin,Nausea,"Trimethoprim, Fosfomycin, Ciprofloxacin",10-20
Nitrofurantoin,Headache,"Trimethoprim, Ciprofloxacin, Amoxicillin",5-15
Nitrofurantoin,Dizziness,"Trimethoprim, Ciprofloxacin, Amoxicillin",5-10
Nitrofurantoin,Diarrhea,"Trimethoprim, Ciprofloxacin, Amoxicillin",5-10
Nitrofurantoin,Rash,"Trimethoprim, Amoxicillin, Ciprofloxacin",5-10
Nitrofurantoin,Abdominal pain,"Trimethoprim, Ciprofloxacin, Amoxicillin",5-10
Nitrofurantoin,Pulmonary reactions,"Trimethoprim, Amoxicillin, Ciprofloxacin",5-10
Nitrofurantoin,Peripheral neuropathy,"Trimethoprim, Ciprofloxacin, Amoxicillin",5-10
Nitrofurantoin,Dark urine,"Trimethoprim, Amoxicillin, Ciprofloxacin",5-10
Nitrofurantoin,Liver toxicity,"Trimethoprim, Ciprofloxacin, Amoxicillin",5-10
Nitroglycerin,Headache,"Isosorbide dinitrate, Isosorbide mononitrate, Ranolazine",30-40
Nitroglycerin,Dizziness,"Isosorbide mononitrate, Ranolazine, Ivabradine",25-35
Nitroglycerin,Flushing,"Ranolazine, Isosorbide dinitrate, Nicorandil",20-30
Nitroglycerin,Hypotension,"Isosorbide mononitrate, Ivabradine, Ranolazine",15-25
Nitroglycerin,Nausea,"Ranolazine, Isosorbide dinitrate, Nicorandil",30-40
Nitroglycerin,Tachycardia,"Ivabradine, Ranolazine, Isosorbide mononitrate",25-35
Nitroglycerin,Syncope,"Nicorandil, Isosorbide dinitrate, Ranolazine",20-30
Nitroglycerin,Chest Pain,"Isosorbide mononitrate, Ranolazine, Ivabradine",15-25
Nitroglycerin,Blurred Vision,"Isosorbide dinitrate, Ivabradine, Nicorandil",25-35
Nitroglycerin,Weakness,"Ranolazine, Isosorbide mononitrate, Ivabradine",20-30
Nortriptyline,Dry Mouth,"Sertraline, Escitalopram, Bupropion",25-35
Nortriptyline,Constipation,"Venlafaxine, Duloxetine, Sertraline",20-30
Nortriptyline,Drowsiness,"Bupropion, Escitalopram, Fluoxetine",30-40
Nortriptyline,Weight Gain,"Sertraline, Venlafaxine, Fluoxetine",15-25
Nortriptyline,Dizziness,"Escitalopram, Bupropion, Venlafaxine",20-30
Nortriptyline,Blurred Vision,"Fluoxetine, Sertraline, Escitalopram",25-35
Nortriptyline,Sweating,"Venlafaxine, Duloxetine, Bupropion",30-40
Nortriptyline,Increased Heart Rate,"Escitalopram, Sertraline, Bupropion",15-25
Nortriptyline,Rash,"Sertraline, Fluoxetine, Venlafaxine",20-30
Nortriptyline,Insomnia,"Escitalopram, Fluoxetine, Bupropion",25-35
odeine,Constipation,"Tramadol, Hydrocodone, Acetaminophen",20-30
Ofloxacin,Nausea,"Ciprofloxacin, Levofloxacin, Moxifloxacin",30-40
Ofloxacin,Diarrhea,"Ciprofloxacin, Levofloxacin, Moxifloxacin",25-35
Ofloxacin,Dizziness,"Levofloxacin, Ciprofloxacin, Moxifloxacin",20-30
Ofloxacin,Headache,"Moxifloxacin, Levofloxacin, Ciprofloxacin",15-25
Ofloxacin,Rash,"Levofloxacin, Moxifloxacin, Ciprofloxacin",30-40
Ofloxacin,Insomnia,"Ciprofloxacin, Moxifloxacin, Levofloxacin",25-35
Ofloxacin,Vomiting,"Moxifloxacin, Levofloxacin, Ciprofloxacin",20-30
Ofloxacin,Abdominal Pain,"Ciprofloxacin, Levofloxacin, Moxifloxacin",15-25
Ofloxacin,Fatigue,"Levofloxacin, Ciprofloxacin, Moxifloxacin",25-35
Ofloxacin,Anxiety,"Moxifloxacin, Ciprofloxacin, Levofloxacin",20-30
Olopatadine,Headache,"Azelastine, Ketotifen, Levocabastine",10-20
Olopatadine,Dry mouth,"Azelastine, Ketotifen, Bepotastine",5-15
Olopatadine,Drowsiness,"Azelastine, Ketotifen, Diphenhydramine",5-10
Olopatadine,Eye irritation,"Azelastine, Ketotifen, Bepotastine",5-10
Olopatadine,Fatigue,"Azelastine, Ketotifen, Levocabastine",5-10
Olopatadine,Sneezing,"Azelastine, Ketotifen, Bepotastine",5-10
Olopatadine,Sore throat,"Azelastine, Ketotifen, Bepotastine",5-10
Olopatadine,Cough,"Azelastine, Ketotifen, Bepotastine",5-10
Olopatadine,Nausea,"Azelastine, Ketotifen, Bepotastine",5-10
Olopatadine,Rash,"Azelastine, Ketotifen, Bepotastine",5-10
Omeprazole,Headache,"Pantoprazole, Lansoprazole, Esomeprazole",30-40
Omeprazole,Diarrhea,"Rabeprazole, Pantoprazole, Lansoprazole",25-35
Omeprazole,Nausea,"Esomeprazole, Lansoprazole, Pantoprazole",20-30
Omeprazole,Abdominal Pain,"Rabeprazole, Esomeprazole, Pantoprazole",15-25
Omeprazole,Flatulence,"Lansoprazole, Pantoprazole, Esomeprazole",30-40
Omeprazole,Dizziness,"Pantoprazole, Rabeprazole, Lansoprazole",25-35
Omeprazole,Rash,"Esomeprazole, Rabeprazole, Pantoprazole",20-30
Omeprazole,Constipation,"Lansoprazole, Esomeprazole, Rabeprazole",15-25
Omeprazole,Fatigue,"Pantoprazole, Lansoprazole, Esomeprazole",25-35
Omeprazole,Back Pain,"Esomeprazole, Rabeprazole, Lansoprazole",20-30
Omeprazole,Headache,"Esomeprazole, Lansoprazole, Pantoprazole",20-40
Omeprazole,Nausea,"Pantoprazole, Rabeprazole, Dexlansoprazole",25-35
Omeprazole,Diarrhea,"Esomeprazole, Lansoprazole, Rabeprazole",30-40
Omeprazole,Abdominal Pain,"Rabeprazole, Dexlansoprazole, Esomeprazole",20-30
Omeprazole,Flatulence,"Pantoprazole, Esomeprazole, Lansoprazole",20-30
Omeprazole,Dizziness,"Rabeprazole, Dexlansoprazole, Esomeprazole",25-40
Omeprazole,Constipation,"Lansoprazole, Pantoprazole, Esomeprazole",30-40
Omeprazole,Rash,"Dexlansoprazole, Rabeprazole, Pantoprazole",20-35
Omeprazole,Fatigue,"Lansoprazole, Esomeprazole, Pantoprazole",25-40
Omeprazole,Dry Mouth,"Rabeprazole, Dexlansoprazole, Esomeprazole",30-40
Ondansetron,Headache,"Metoclopramide, Prochlorperazine, Promethazine",25-35
Ondansetron,Constipation,"Metoclopramide, Prochlorperazine, Domperidone",20-30
Ondansetron,Fatigue,"Promethazine, Metoclopramide, Prochlorperazine",30-40
Ondansetron,Dizziness,"Domperidone, Metoclopramide, Promethazine",15-25
Ondansetron,Rash,"Prochlorperazine, Promethazine, Metoclopramide",20-30
Ondansetron,Diarrhea,"Domperidone, Prochlorperazine, Promethazine",25-35
Ondansetron,Blurred Vision,"Promethazine, Metoclopramide, Domperidone",30-40
Ondansetron,Flushing,"Metoclopramide, Prochlorperazine, Domperidone",20-30
Ondansetron,Dry Mouth,"Promethazine, Domperidone, Metoclopramide",15-25
Ondansetron,Anxiety,"Prochlorperazine, Domperidone, Promethazine",25-35
Oseltamivir,Nausea,"Zanamivir, Peramivir, Baloxavir",10-20
Oseltamivir,Vomiting,"Zanamivir, Baloxavir, Peramivir",5-15
Oseltamivir,Diarrhea,"Zanamivir, Baloxavir, Peramivir",5-10
Oseltamivir,Abdominal pain,"Zanamivir, Baloxavir, Peramivir",5-10
Oseltamivir,Headache,"Zanamivir, Baloxavir, Peramivir",5-10
Oseltamivir,Dizziness,"Zanamivir, Baloxavir, Peramivir",5-10
Oseltamivir,Fatigue,"Zanamivir, Baloxavir, Peramivir",5-10
Oseltamivir,Insomnia,"Zanamivir, Baloxavir, Peramivir",5-10
Oseltamivir,Cough,"Zanamivir, Baloxavir, Peramivir",5-10
Oseltamivir,Allergic reactions,"Zanamivir, Baloxavir, Peramivir",5-10
Oxcarbazepine,Dizziness,"Lamotrigine, Levetiracetam, Topiramate",30-40
Oxcarbazepine,Nausea,"Gabapentin, Pregabalin, Lamotrigine",25-35
Oxcarbazepine,Headache,"Levetiracetam, Topiramate, Gabapentin",20-30
Oxcarbazepine,Fatigue,"Lamotrigine, Topiramate, Pregabalin",15-25
Oxcarbazepine,Hyponatremia,"Levetiracetam, Gabapentin, Pregabalin",35-45
Oxcarbazepine,Double Vision,"Lamotrigine, Gabapentin, Topiramate",20-30
Oxcarbazepine,Rash,"Levetiracetam, Pregabalin, Lamotrigine",25-35
Oxcarbazepine,Tremor,"Gabapentin, Lamotrigine, Topiramate",30-40
Oxcarbazepine,Weight Gain,"Levetiracetam, Topiramate, Lamotrigine",20-30
Oxcarbazepine,Cognitive Impairment,"Gabapentin, Pregabalin, Lamotrigine",25-35
Oxcarbazepine,Drowsiness,"Lamotrigine, Levetiracetam, Topiramate",20-40
Oxcarbazepine,Dizziness,"Lamotrigine, Gabapentin, Pregabalin",25-35
Oxcarbazepine,Nausea,"Levetiracetam, Topiramate, Zonisamide",30-40
Oxcarbazepine,Fatigue,"Lamotrigine, Gabapentin, Levetiracetam",20-30
Oxcarbazepine,Headache,"Topiramate, Zonisamide, Lamotrigine",20-30
Oxcarbazepine,Vision Problems,"Levetiracetam, Lamotrigine, Gabapentin",25-40
Oxcarbazepine,Rash,"Lamotrigine, Topiramate, Levetiracetam",30-40
Oxcarbazepine,Tremor,"Gabapentin, Pregabalin, Lamotrigine",20-35
Oxcarbazepine,Abdominal Pain,"Zonisamide, Levetiracetam, Topiramate",25-40
Oxcarbazepine,Hyponatremia,"Lamotrigine, Topiramate, Levetiracetam",30-40
Pantoprazole,Headache,"Omeprazole, Esomeprazole, Lansoprazole",10-20
Pantoprazole,Nausea,"Omeprazole, Esomeprazole, Lansoprazole",5-15
Pantoprazole,Diarrhea,"Omeprazole, Esomeprazole, Lansoprazole",5-10
Pantoprazole,Abdominal pain,"Omeprazole, Esomeprazole, Lansoprazole",5-10
Pantoprazole,Fatigue,"Omeprazole, Esomeprazole, Lansoprazole",5-10
Pantoprazole,Dizziness,"Omeprazole, Esomeprazole, Lansoprazole",5-10
Pantoprazole,Rash,"Omeprazole, Esomeprazole, Lansoprazole",5-10
Pantoprazole,Vitamin B12 deficiency,"Omeprazole, Esomeprazole, Lansoprazole",5-10
Pantoprazole,Liver enzyme changes,"Omeprazole, Esomeprazole, Lansoprazole",5-10
Pantoprazole,Osteoporosis risk,"Omeprazole, Esomeprazole, Lansoprazole",5-10
Paracetamol,Liver Toxicity,"Ibuprofen, Naproxen, Aspirin",50-60
Paracetamol,Nausea,"Aspirin, Ibuprofen, Naproxen",30-40
Paracetamol,Rash,"Meloxicam, Celecoxib, Diclofenac",20-30
Paracetamol,Headache,"Ibuprofen, Naproxen, Celecoxib",15-25
Paracetamol,Allergic Reactions,"Aspirin, Ibuprofen, Meloxicam",25-35
Paracetamol,Stomach Pain,"Naproxen, Ibuprofen, Diclofenac",30-40
Paracetamol,Sweating,"Meloxicam, Celecoxib, Naproxen",20-30
Paracetamol,Dizziness,"Ibuprofen, Naproxen, Meloxicam",25-35
Paracetamol,Fatigue,"Aspirin, Celecoxib, Ibuprofen",20-30
Paracetamol,Insomnia,"Naproxen, Meloxicam, Celecoxib",15-25
Paroxetine,Nausea,"Sertraline, Escitalopram, Fluoxetine",25-35
Paroxetine,Insomnia,"Escitalopram, Bupropion, Venlafaxine",20-30
Paroxetine,Dry Mouth,"Sertraline, Fluoxetine, Venlafaxine",30-40
Paroxetine,Drowsiness,"Escitalopram, Bupropion, Sertraline",15-25
Paroxetine,Sexual Dysfunction,"Bupropion, Mirtazapine, Sertraline",25-35
Paroxetine,Weight Gain,"Venlafaxine, Duloxetine, Bupropion",20-30
Paroxetine,Sweating,"Sertraline, Fluoxetine, Venlafaxine",30-40
Paroxetine,Constipation,"Escitalopram, Sertraline, Bupropion",15-25
Paroxetine,Anxiety,"Venlafaxine, Bupropion, Duloxetine",25-35
Paroxetine,Headache,"Escitalopram, Sertraline, Bupropion",20-30
Peramivir,Diarrhea,"Oseltamivir, Zanamivir, Baloxavir",10-20
Peramivir,Nausea,"Oseltamivir, Zanamivir, Baloxavir",5-15
Peramivir,Vomiting,"Oseltamivir, Zanamivir, Baloxavir",5-10
Peramivir,Headache,"Oseltamivir, Zanamivir, Baloxavir",5-10
Peramivir,Dizziness,"Oseltamivir, Zanamivir, Baloxavir",5-10
Peramivir,Fatigue,"Oseltamivir, Zanamivir, Baloxavir",5-10
Peramivir,Skin rash,"Oseltamivir, Zanamivir, Baloxavir",5-10
Peramivir,Insomnia,"Oseltamivir, Zanamivir, Baloxavir",5-10
Peramivir,Allergic reactions,"Oseltamivir, Zanamivir, Baloxavir",5-10
Peramivir,Abdominal pain,"Oseltamivir, Zanamivir, Baloxavir",5-10
Pheniramine,Drowsiness,"Diphenhydramine, Chlorpheniramine, Brompheniramine",10-20
Pheniramine,Dry mouth,"Diphenhydramine, Chlorpheniramine, Dextromethorphan",5-15
Pheniramine,Dizziness,"Diphenhydramine, Dextromethorphan, Dimenhydrinate",5-10
Pheniramine,Blurred vision,"Diphenhydramine, Dextromethorphan, Chlorpheniramine",5-10
Pheniramine,Nausea,"Diphenhydramine, Chlorpheniramine, Dextromethorphan",5-10
Pheniramine,Fatigue,"Diphenhydramine, Chlorpheniramine, Brompheniramine",5-10
Pheniramine,Nervousness,"Diphenhydramine, Dextromethorphan, Dimenhydrinate",5-10
Pheniramine,Rapid heartbeat,"Diphenhydramine, Dextromethorphan, Chlorpheniramine",5-10
Pheniramine,Headache,"Diphenhydramine, Dextromethorphan, Chlorpheniramine",5-10
Pheniramine,Urinary retention,"Diphenhydramine, Chlorpheniramine, Dextromethorphan",5-10
Phenytoin,Gingival Hyperplasia,"Levetiracetam, Lamotrigine, Topiramate",50-60
Phenytoin,Dizziness,"Lamotrigine, Levetiracetam, Topiramate",30-40
Phenytoin,Nausea,"Gabapentin, Lamotrigine, Levetiracetam",25-35
Phenytoin,Rash,"Levetiracetam, Gabapentin, Topiramate",20-30
Phenytoin,Fatigue,"Lamotrigine, Topiramate, Levetiracetam",15-25
Phenytoin,Ataxia,"Levetiracetam, Gabapentin, Lamotrigine",35-45
Phenytoin,Insomnia,"Gabapentin, Topiramate, Lamotrigine",20-30
Phenytoin,Cognitive Impairment,"Levetiracetam, Lamotrigine, Gabapentin",25-35
Phenytoin,Vision Problems,"Topiramate, Lamotrigine, Levetiracetam",30-40
Phenytoin,Hair Growth,"Lamotrigine, Levetiracetam, Topiramate",20-30
Pimecrolimus,Skin irritation,"Tacrolimus, Clobetasol, Desonide",10-20
Pimecrolimus,Headache,"Tacrolimus, Clobetasol, Fluocinonide",5-15
Pimecrolimus,Rash,"Tacrolimus, Clobetasol, Mometasone",5-10
Pimecrolimus,Nausea,"Tacrolimus, Clobetasol, Desonide",5-10
Pimecrolimus,Fatigue,"Tacrolimus, Clobetasol, Fluocinonide",5-10
Pimecrolimus,Allergic reactions,"Tacrolimus, Clobetasol, Mometasone",5-10
Pimecrolimus,Increased risk of infections,"Tacrolimus, Clobetasol, Desonide",5-10
Pimecrolimus,Fever,"Tacrolimus, Clobetasol, Mometasone",5-10
Pimecrolimus,Skin burning sensation,"Tacrolimus, Clobetasol, Fluocinonide",5-10
Pimecrolimus,Cold symptoms,"Tacrolimus, Clobetasol, Desonide",5-10
Pioglitazone,Weight gain,"Metformin, Sitagliptin, Dapagliflozin",10-20
Pioglitazone,Edema,"Rosiglitazone, Glimepiride, Acarbose",5-15
Pioglitazone,Headache,"Metformin, Sitagliptin, Dapagliflozin",5-10
Pioglitazone,Fatigue,"Metformin, Rosiglitazone, Dapagliflozin",5-10
Pioglitazone,Nausea,"Metformin, Sitagliptin, Dapagliflozin",5-10
Pioglitazone,Dizziness,"Metformin, Sitagliptin, Dapagliflozin",5-10
Pioglitazone,Liver enzyme changes,"Rosiglitazone, Sitagliptin, Dapagliflozin",5-10
Pioglitazone,Hypoglycemia,"Metformin, Sitagliptin, Dapagliflozin",5-10
Pioglitazone,Increased risk of heart failure,"Rosiglitazone, Metformin, Acarbose",5-10
Pioglitazone,Bladder cancer risk,"Rosiglitazone, Metformin, Acarbose",5-10
Polymyxin B,Nephrotoxicity,"Colistin, Tigecycline, Meropenem",40-50
Polymyxin B,Neurotoxicity,"Amikacin, Tigecycline, Meropenem",30-40
Polymyxin B,Rash,"Vancomycin, Colistin, Daptomycin",20-30
Polymyxin B,Fever,"Meropenem, Tigecycline, Amikacin",25-35
Polymyxin B,Paresthesia,"Colistin, Vancomycin, Daptomycin",30-40
Polymyxin B,Nausea,"Tigecycline, Meropenem, Vancomycin",20-30
Polymyxin B,Muscle Weakness,"Amikacin, Tigecycline, Daptomycin",25-35
Polymyxin B,Dizziness,"Colistin, Amikacin, Tigecycline",20-30
Polymyxin B,Headache,"Meropenem, Daptomycin, Vancomycin",25-35
Polymyxin B,Fatigue,"Tigecycline, Amikacin, Meropenem",20-30
Pramipexole,Dizziness,"Ropinirole, Rotigotine, Apomorphine",10-20
Pramipexole,Nausea,"Ropinirole, Rotigotine, Apomorphine",5-15
Pramipexole,Fatigue,"Ropinirole, Rotigotine, Apomorphine",5-10
Pramipexole,Hallucinations,"Ropinirole, Rotigotine, Quetiapine",5-10
Pramipexole,Insomnia,"Ropinirole, Rotigotine, Quetiapine",5-10
Pramipexole,Orthostatic hypotension,"Ropinirole, Rotigotine, Apomorphine",5-10
Pramipexole,Sleep attacks,"Ropinirole, Rotigotine, Apomorphine",5-10
Pramipexole,Gastrointestinal issues,"Ropinirole, Rotigotine, Quetiapine",5-10
Pramipexole,Restless legs,"Ropinirole, Rotigotine, Apomorphine",5-10
Pramipexole,Compulsive behaviors,"Ropinirole, Rotigotine, Quetiapine",5-10
Pravastatin,Muscle pain,"Atorvastatin, Simvastatin, Lovastatin",10-20
Pravastatin,Headache,"Rosuvastatin, Fluvastatin, Pitavastatin",5-15
Pravastatin,Nausea,"Simvastatin, Lovastatin, Atorvastatin",5-10
Pravastatin,Diarrhea,"Fluvastatin, Rosuvastatin, Pitavastatin",5-10
Pravastatin,Fatigue,"Simvastatin, Lovastatin, Atorvastatin",5-10
Pravastatin,Liver enzyme changes,"Rosuvastatin, Fluvastatin, Pitavastatin",5-10
Pravastatin,Rash,"Simvastatin, Lovastatin, Atorvastatin",5-10
Pravastatin,Abdominal pain,"Fluvastatin, Rosuvastatin, Pitavastatin",5-10
Pravastatin,Memory loss,"Simvastatin, Lovastatin, Atorvastatin",5-10
Pravastatin,Increased blood sugar,"Fluvastatin, Rosuvastatin, Pitavastatin",5-10
Prednisolone,Weight Gain,"Methylprednisolone, Hydrocortisone, Budesonide",20-40
Prednisolone,Osteoporosis,"Dexamethasone, Fluticasone, Budesonide",25-35
Prednisolone,Hyperglycemia,"Hydrocortisone, Methylprednisolone, Budesonide",30-40
Prednisolone,Hypertension,"Fluticasone, Budesonide, Hydrocortisone",20-30
Prednisolone,Insomnia,"Dexamethasone, Budesonide, Fluticasone",20-30
Prednisolone,Mood Changes,"Methylprednisolone, Dexamethasone, Budesonide",25-40
Prednisolone,Increased Appetite,"Fluticasone, Budesonide, Hydrocortisone",30-40
Prednisolone,Acne,"Dexamethasone, Budesonide, Fluticasone",20-35
Prednisolone,Fluid Retention,"Methylprednisolone, Budesonide, Fluticasone",25-40
Prednisolone,Cataracts,"Hydrocortisone, Budesonide, Dexamethasone",30-40
Prochlorperazine,Drowsiness,"Metoclopramide, Domperidone, Ondansetron",25-35
Prochlorperazine,Dizziness,"Promethazine, Ondansetron, Domperidone",20-30
Prochlorperazine,Dry Mouth,"Metoclopramide, Promethazine, Ondansetron",30-40
Prochlorperazine,Constipation,"Domperidone, Ondansetron, Promethazine",15-25
Prochlorperazine,Blurred Vision,"Promethazine, Domperidone, Metoclopramide",25-35
